extId__c,Churn__c,Name,Gender__c,Sentiment__c,MissingMortgagePayments__c,RetentionTeam__c,LifeStage__c
4312,Yes,Kiana Tang,Male,Neutral,Yes,Not Engaged,Single
4313,Yes,A'Lexus Thomas-Moore,Female,Negative,Yes,Engaged,Retired
4314,Yes,William Garcia,Male,Negative,No,Not Engaged,Retired
4315,Yes,Shavel Mcdowell,Female,Positive,Yes,Engaged,Single
4316,Yes,Nicole Cao,Male,Negative,Yes,Engaged,Retired
4317,Yes,Steffano Ausborne,Male,Positive,No,Not Engaged,Single
4318,Yes,Rafeeq el-Reza,Male,Negative,No,Not Engaged,Retired
4319,Yes,Bryan House,Female,Negative,Yes,Not Engaged,Family
4320,Yes,Aaish al-Rehmann,Male,Negative,No,Not Engaged,Single
4321,Yes,Joseph Williams,Male,Negative,Yes,Engaged,Family
4322,Yes,Winston Hamrick,Female,Neutral,Yes,Engaged,Single
4323,Yes,Michael Sharma,Female,Negative,No,Not Engaged,Retired
4324,Yes,William Chui,Female,Negative,No,Not Engaged,Family
4325,Yes,Maleeha al-Hamady,Female,Neutral,Yes,Engaged,Retired
4326,Yes,Alison Ortega,Male,Positive,No,Not Engaged,Single
4327,Yes,Keeshawn Johnson,Male,Neutral,No,Not Engaged,Retired
4328,Yes,Julia Whyte,Male,Positive,Yes,Engaged,Retired
4329,Yes,Haatim el-Samaan,Female,Negative,Yes,Not Engaged,Single
4330,Yes,Kaylee Sin,Male,Neutral,No,Engaged,Retired
4331,Yes,Elena Mansfield,Female,Negative,Yes,Not Engaged,Single
4332,Yes,Ghaali el-Radwan,Female,Negative,Yes,Not Engaged,Retired
4333,Yes,Cassandra Hernandez,Male,Positive,Yes,Not Engaged,Family
4334,Yes,Taylor Sotelo,Male,Neutral,No,Engaged,Retired
4335,Yes,Wajeeb al-Shabazz,Female,Negative,Yes,Engaged,Retired
4336,Yes,Dylan Mcmahill,Male,Negative,Yes,Not Engaged,Single
4337,Yes,Aleesha Wee,Female,Positive,Yes,Not Engaged,Single
4338,Yes,Julian Garcia,Female,Neutral,Yes,Not Engaged,Family
4339,Yes,Patrick Goo,Female,Neutral,No,Not Engaged,Single
4340,Yes,Carlos Garcia,Male,Neutral,Yes,Not Engaged,Single
4341,Yes,Kayla Kennah,Female,Positive,Yes,Engaged,Family
4342,Yes,Logan Thompson,Female,Neutral,No,Engaged,Single
4343,Yes,Daniel Holguin,Male,Neutral,No,Not Engaged,Retired
4344,Yes,Alexander Rand,Male,Negative,Yes,Engaged,Retired
4345,Yes,Brayton Rodriguez,Male,Negative,Yes,Not Engaged,Single
4346,Yes,Elizabeth Shirali,Female,Negative,No,Not Engaged,Retired
4347,Yes,Cameron Evans,Female,Neutral,Yes,Engaged,Family
4348,Yes,A'Deril Jackson,Male,Neutral,No,Not Engaged,Family
4349,Yes,Anna Ilse,Female,Neutral,Yes,Not Engaged,Single
4350,Yes,Evan Tejan,Female,Negative,Yes,Not Engaged,Single
4351,Yes,Mariana Liggett,Male,Negative,Yes,Not Engaged,Retired
4352,Yes,Lily Cardin,Male,Positive,Yes,Not Engaged,Retired
4353,Yes,Christopher Burns,Male,Positive,Yes,Not Engaged,Retired
4354,Yes,Gladys Barela,Female,Negative,Yes,Not Engaged,Single
4355,Yes,Martha Hernandez,Male,Neutral,Yes,Engaged,Family
4356,Yes,Cade Herndon,Male,Negative,Yes,Not Engaged,Single
4357,Yes,Guadalupe Perez,Female,Positive,Yes,Engaged,Single
4358,Yes,Kawkab el-Farah,Male,Negative,Yes,Not Engaged,Family
4359,Yes,Nameera al-Nawaz,Male,Neutral,No,Not Engaged,Retired
4360,Yes,Christopher Hawkins,Female,Negative,Yes,Engaged,Retired
4361,Yes,David Le,Male,Negative,No,Not Engaged,Retired
4362,Yes,Brittney Tekrony,Female,Neutral,No,Not Engaged,Single
4363,Yes,Sean Qadri,Female,Negative,No,Not Engaged,Retired
4364,Yes,Sajaa el-Farran,Male,Negative,No,Engaged,Retired
4365,Yes,Mahmooda al-Khalil,Female,Neutral,Yes,Engaged,Retired
4366,Yes,Jasmine Gillham,Female,Negative,No,Not Engaged,Single
4367,Yes,Prakhar Nguyen,Male,Negative,Yes,Engaged,Single
4368,Yes,Morgan Mayer,Male,Negative,Yes,Not Engaged,Single
4369,Yes,Rachel Chauhan,Male,Negative,No,Engaged,Family
4370,Yes,Jose Le'Nior,Male,Negative,No,Not Engaged,Family
4371,Yes,Kevin Wainess,Male,Negative,Yes,Engaged,Family
4372,Yes,Savannah Lofton,Male,Negative,Yes,Not Engaged,Retired
4373,Yes,Prakhar Kaze,Female,Positive,No,Not Engaged,Retired
4374,Yes,Kanae Roy,Female,Neutral,Yes,Not Engaged,Retired
4375,Yes,Brennah Martin,Male,Negative,No,Not Engaged,Single
4376,Yes,Jessica Garcia,Male,Neutral,No,Engaged,Single
4377,Yes,Kyle Mccauley,Male,Neutral,Yes,Not Engaged,Single
4378,Yes,Morgan Alarid,Male,Positive,Yes,Not Engaged,Single
4379,Yes,Elijah Williams,Male,Positive,Yes,Engaged,Single
4380,Yes,Nicolas Sutton,Male,Neutral,No,Not Engaged,Single
4381,Yes,Afaaf al-Younis,Male,Positive,Yes,Not Engaged,Single
4382,Yes,Nicholas Richardson,Female,Negative,Yes,Engaged,Family
4383,Yes,Maria Maksimenko,Female,Negative,No,Engaged,Single
4384,Yes,Conner Cook,Female,Neutral,Yes,Not Engaged,Retired
4385,Yes,Eric Brunson,Male,Neutral,No,Not Engaged,Single
4386,Yes,Haashim el-Rahaman,Female,Neutral,No,Not Engaged,Retired
4387,Yes,Carina Jenkins,Male,Positive,Yes,Not Engaged,Family
4388,Yes,Matthew Carson,Female,Negative,No,Not Engaged,Family
4389,Yes,Shayd Hill,Male,Neutral,Yes,Not Engaged,Single
4390,Yes,Pedro Bouchta,Female,Negative,Yes,Engaged,Retired
4391,Yes,Paul Eltagonde,Male,Positive,Yes,Engaged,Single
4392,Yes,Dakota Lestenkof,Female,Negative,Yes,Engaged,Single
4393,Yes,Azza al-El-Sayed,Female,Negative,Yes,Engaged,Retired
4394,Yes,Alisha Morton,Male,Positive,No,Not Engaged,Single
4395,Yes,Ann Bruski,Female,Negative,Yes,Engaged,Single
4396,Yes,Justina Pinedo,Male,Neutral,Yes,Not Engaged,Retired
4397,Yes,Juan Gonzalez,Male,Negative,Yes,Not Engaged,Single
4398,Yes,Bassil el-Abed,Male,Neutral,No,Not Engaged,Retired
4399,Yes,Sara O'Neill,Male,Neutral,Yes,Engaged,Family
4400,Yes,Asien Black,Female,Negative,No,Not Engaged,Single
4401,Yes,Brooke Livengood,Female,Neutral,Yes,Not Engaged,Retired
4402,Yes,Montana Trujillo,Female,Positive,No,Engaged,Single
4403,Yes,Janice Gallegos,Female,Positive,Yes,Engaged,Single
4404,Yes,Indigo Conway,Male,Negative,No,Not Engaged,Retired
4405,Yes,Rif'a el-Tabatabai,Female,Negative,No,Not Engaged,Single
4406,Yes,Tyler Reiter,Male,Positive,Yes,Not Engaged,Family
4407,Yes,Gequan Mohamed,Male,Neutral,Yes,Not Engaged,Retired
4408,Yes,Nicole Pelsmaeker,Female,Negative,Yes,Engaged,Single
4409,Yes,Joshua Salas-Smith,Male,Negative,No,Engaged,Single
4410,Yes,Bryan Mcgivern,Female,Neutral,Yes,Not Engaged,Retired
4411,Yes,Karim Mondragon,Female,Neutral,No,Engaged,Family
4412,Yes,Autumn Packard,Male,Positive,Yes,Engaged,Single
4413,Yes,Diane Oviedo,Female,Neutral,Yes,Not Engaged,Retired
4414,Yes,Randal Smith,Male,Positive,Yes,Not Engaged,Retired
4415,Yes,Christopher Navarro,Female,Negative,Yes,Not Engaged,Retired
4416,Yes,Sarah Luna,Male,Positive,Yes,Not Engaged,Retired
4417,Yes,Ruby Corbett,Male,Neutral,No,Engaged,Retired
4418,Yes,Justin Carter,Female,Negative,Yes,Not Engaged,Single
4419,Yes,Sara Sivixai,Female,Negative,No,Not Engaged,Single
4420,Yes,Elena Sandoval-Olivas,Male,Negative,No,Engaged,Single
4421,Yes,Eun-Ji Nguyen,Female,Positive,Yes,Not Engaged,Retired
4422,Yes,Camri Kennedy,Male,Neutral,Yes,Engaged,Family
4423,Yes,Michael Arndt,Male,Negative,Yes,Not Engaged,Retired
4424,Yes,Jorge Chacon,Male,Negative,No,Engaged,Single
4425,Yes,Christopher Dewing,Female,Negative,No,Not Engaged,Single
4426,Yes,Jake Ramesh,Male,Negative,Yes,Not Engaged,Retired
4427,Yes,Corbin Dodge,Female,Negative,Yes,Engaged,Single
4428,Yes,Aaida al-Sham,Male,Neutral,Yes,Not Engaged,Retired
4429,Yes,Jesse Shrestha,Female,Negative,Yes,Engaged,Single
4430,Yes,Bayarjargal Wong,Female,Negative,No,Engaged,Single
4431,Yes,Khulood al-Jafari,Female,Positive,Yes,Engaged,Single
4432,Yes,Runcai Nguyen,Female,Neutral,Yes,Not Engaged,Single
4433,Yes,Mckenna Coombe,Male,Neutral,No,Not Engaged,Family
4434,Yes,Sufyaan el-Sharifi,Male,Negative,Yes,Engaged,Single
4435,Yes,Corenda Cox,Male,Neutral,No,Not Engaged,Single
4436,Yes,Octiavia Blackford,Female,Neutral,Yes,Engaged,Retired
4437,Yes,Cyra Wing,Male,Neutral,No,Engaged,Single
4438,Yes,Brandi King,Female,Negative,No,Not Engaged,Single
4439,Yes,Jazmyn Grimes,Female,Negative,Yes,Engaged,Single
4440,Yes,Naomi Yi,Male,Negative,Yes,Not Engaged,Single
4441,Yes,Haamida el-Baddour,Male,Neutral,Yes,Engaged,Single
4442,Yes,Matthew Posey,Female,Negative,Yes,Not Engaged,Single
4443,Yes,Keylana Davis,Female,Negative,No,Engaged,Retired
4444,Yes,Keysha Orlovski,Female,Negative,Yes,Not Engaged,Single
4445,Yes,Fuaada el-Kassem,Female,Negative,Yes,Not Engaged,Retired
4446,Yes,Michael Nguyen,Male,Negative,Yes,Engaged,Single
4447,Yes,Marc Amin,Female,Positive,Yes,Engaged,Family
4448,Yes,Brenda Deaton,Male,Positive,No,Not Engaged,Retired
4449,Yes,Tresa Perales Garcia,Male,Negative,Yes,Not Engaged,Retired
4450,Yes,Karlee Tanicala,Female,Positive,Yes,Engaged,Retired
4451,Yes,Felicia Owens,Female,Negative,No,Not Engaged,Single
4452,Yes,Mariz Bell,Female,Neutral,Yes,Engaged,Family
4453,Yes,Rasheeq el-Toure,Male,Negative,No,Not Engaged,Single
4454,Yes,Aseel el-Halim,Male,Neutral,No,Not Engaged,Retired
4455,Yes,Jesus Rivera,Female,Positive,Yes,Engaged,Single
4456,Yes,Monica Risma,Male,Neutral,No,Not Engaged,Single
4457,Yes,Olga Chavez Castaneda,Female,Neutral,No,Not Engaged,Retired
4458,Yes,Taaha al-Fahs,Male,Neutral,Yes,Not Engaged,Family
4459,Yes,Trey Cheek,Female,Neutral,No,Not Engaged,Retired
4460,Yes,Jan Jharize Asad,Female,Positive,Yes,Engaged,Single
4461,Yes,Evan Conover,Female,Negative,No,Engaged,Single
4462,Yes,Diedre Mendoza,Female,Negative,Yes,Not Engaged,Family
4463,Yes,Dakota Cable,Female,Positive,Yes,Engaged,Single
4464,Yes,Radwa el-Sawaya,Male,Neutral,Yes,Not Engaged,Single
4465,Yes,Sandra Mcneil,Female,Neutral,Yes,Not Engaged,Family
4466,Yes,Lauren Parent,Male,Neutral,Yes,Not Engaged,Single
4467,Yes,Kai Ingram,Male,Positive,Yes,Not Engaged,Single
4468,Yes,Luis Rigdon,Female,Positive,No,Not Engaged,Single
4469,Yes,Fateena al-Habeeb,Male,Negative,No,Not Engaged,Retired
4470,Yes,Nicholas Asbury,Male,Neutral,No,Not Engaged,Retired
4471,Yes,Tayyiba al-Ramadan,Female,Negative,No,Engaged,Single
4472,Yes,Alonis Beyale,Female,Positive,Yes,Engaged,Single
4473,Yes,Robyn Jo Hong,Male,Negative,Yes,Not Engaged,Family
4474,Yes,Anthony Meza,Female,Negative,Yes,Not Engaged,Single
4475,Yes,Taeler Tahlo,Female,Neutral,No,Not Engaged,Family
4476,Yes,Jasmine Tran,Male,Negative,Yes,Not Engaged,Single
4477,Yes,Shaquille Neely,Female,Negative,Yes,Not Engaged,Retired
4478,Yes,Katherine Patterson,Female,Neutral,Yes,Not Engaged,Single
4479,Yes,Joshua Weiss,Female,Positive,No,Engaged,Single
4480,Yes,Cynthia Horton,Female,Positive,Yes,Not Engaged,Retired
4481,Yes,Daniel Billups,Male,Neutral,Yes,Not Engaged,Single
4482,Yes,Mikaela Olivas,Female,Negative,No,Engaged,Single
4483,Yes,Vincent Clay,Female,Positive,No,Engaged,Retired
4484,Yes,Kail Barnett,Male,Negative,No,Engaged,Single
4485,Yes,Nicholas Anderson,Female,Neutral,Yes,Engaged,Single
4486,Yes,Shane Reaves,Female,Negative,Yes,Engaged,Family
4487,Yes,Tre Coggs,Female,Neutral,No,Not Engaged,Family
4488,Yes,Bailey Larson,Female,Negative,No,Not Engaged,Single
4489,Yes,Yaasmeen el-Shaer,Male,Negative,Yes,Not Engaged,Retired
4490,Yes,Mesel Chukwuka,Male,Neutral,Yes,Not Engaged,Retired
4491,Yes,Ashleigh Arrington,Female,Negative,No,Engaged,Retired
4492,Yes,Gia Roderick,Female,Negative,Yes,Engaged,Single
4493,Yes,Da Juan Dwyer,Female,Neutral,No,Not Engaged,Family
4494,Yes,Insaf Culbertson,Male,Negative,Yes,Engaged,Single
4495,Yes,Iffat el-Zahra,Female,Positive,Yes,Engaged,Single
4496,Yes,Baheej el-Ben,Male,Negative,Yes,Not Engaged,Single
4497,Yes,Nabeel al-Khalid,Male,Neutral,No,Engaged,Retired
4498,Yes,Shaundra Kim,Male,Negative,Yes,Not Engaged,Retired
4499,Yes,Ahanabah Begay,Female,Negative,Yes,Not Engaged,Single
4500,Yes,Sarah Farley,Male,Negative,No,Engaged,Single
4501,Yes,Eric Hill,Male,Negative,Yes,Not Engaged,Family
4502,Yes,Christopher Embray,Female,Negative,Yes,Not Engaged,Family
4503,Yes,Alba Campos,Male,Negative,No,Not Engaged,Single
4504,Yes,April Jenkins,Female,Positive,Yes,Engaged,Single
4505,Yes,Victoria Gallegos,Female,Negative,No,Not Engaged,Single
4506,Yes,Amanda Williams,Male,Negative,Yes,Engaged,Single
4507,Yes,Macella Guerrero,Male,Negative,No,Engaged,Retired
4508,Yes,Amaani el-Gaber,Male,Positive,No,Not Engaged,Retired
4509,Yes,Raja Johnson,Male,Negative,Yes,Engaged,Retired
4510,Yes,Teresa Weaver,Female,Positive,Yes,Not Engaged,Family
4511,Yes,Elida Solis,Male,Negative,Yes,Not Engaged,Single
4512,Yes,Ryan Nakai,Male,Neutral,No,Not Engaged,Retired
4513,Yes,Lindsey Meehan,Male,Neutral,Yes,Engaged,Family
4514,Yes,Macallyson Tree,Female,Negative,Yes,Not Engaged,Retired
4515,Yes,Amjad el-Moradi,Male,Neutral,Yes,Not Engaged,Retired
4516,Yes,Jose Weaver,Female,Neutral,No,Not Engaged,Single
4517,Yes,Robert Cloud,Female,Negative,No,Not Engaged,Single
4518,Yes,Zemly Holmes,Male,Negative,No,Not Engaged,Retired
4519,Yes,Jacob Vigil,Male,Negative,Yes,Engaged,Retired
4520,Yes,James Rojas Duarte,Male,Negative,Yes,Engaged,Retired
4521,Yes,Brandon Yara,Female,Negative,Yes,Not Engaged,Single
4522,Yes,Shannon Bollig,Male,Negative,No,Not Engaged,Single
4523,Yes,Sarah Havelick,Female,Negative,Yes,Not Engaged,Single
4524,Yes,Elijah Sayers,Female,Positive,Yes,Engaged,Retired
4525,Yes,Veronica Kocsis,Male,Negative,Yes,Not Engaged,Single
4526,Yes,Gabriel Bishop,Male,Positive,Yes,Not Engaged,Retired
4527,Yes,Lareina Leeper,Male,Positive,Yes,Engaged,Family
4528,Yes,Wylea Scott,Female,Positive,No,Not Engaged,Single
4529,Yes,Hailey Boyt,Male,Negative,Yes,Not Engaged,Single
4530,Yes,Iyaad al-Sala,Male,Neutral,No,Engaged,Retired
4531,Yes,Phanath Martinez,Male,Negative,Yes,Not Engaged,Retired
4532,Yes,Austin Pham,Male,Neutral,No,Engaged,Single
4533,Yes,Talia Lovato,Female,Negative,Yes,Engaged,Single
4534,Yes,Elijah Williams,Female,Negative,No,Not Engaged,Single
4535,Yes,Amoria Hollier,Male,Positive,No,Engaged,Retired
4536,Yes,Fatima Tran,Female,Positive,No,Not Engaged,Single
4537,Yes,Jamie Luna,Female,Neutral,No,Not Engaged,Family
4538,Yes,Natalie Ruth,Male,Neutral,Yes,Not Engaged,Single
4539,Yes,Waleeda el-Tabet,Female,Negative,Yes,Not Engaged,Single
4540,Yes,Makell Browne,Female,Neutral,No,Not Engaged,Retired
4541,Yes,Linda Ong,Male,Negative,Yes,Not Engaged,Retired
4542,Yes,Bethlehem Deberry,Male,Neutral,Yes,Engaged,Retired
4543,Yes,Jeffrey Cervantes,Female,Positive,No,Engaged,Retired
4544,Yes,Dominic Talamantes,Female,Negative,Yes,Engaged,Single
4545,Yes,Nafeesa al-Rayes,Female,Neutral,No,Engaged,Retired
4546,Yes,David Birdsong,Female,Negative,Yes,Engaged,Family
4547,Yes,Ashley Standish,Male,Negative,Yes,Engaged,Single
4548,Yes,Mikayla Dworkin,Male,Neutral,Yes,Not Engaged,Single
4549,Yes,Cleveland Collins,Male,Negative,Yes,Not Engaged,Single
4550,Yes,Donavon Frazier,Male,Negative,Yes,Engaged,Retired
4551,Yes,Mikala Pierce,Male,Positive,Yes,Engaged,Family
4552,Yes,Katey Stanford,Female,Negative,Yes,Engaged,Single
4553,Yes,Baldeep Nelson,Male,Negative,Yes,Engaged,Retired
4554,Yes,Aryan Thompson,Female,Positive,No,Not Engaged,Retired
4555,Yes,Jossie Fluker,Male,Negative,Yes,Not Engaged,Single
4556,Yes,Patrick Chin,Male,Negative,Yes,Not Engaged,Single
4557,Yes,Saabiqa el-Sultan,Male,Neutral,No,Not Engaged,Single
4558,Yes,Danny Castillo,Male,Positive,Yes,Not Engaged,Single
4559,Yes,Abood al-Iman,Female,Positive,Yes,Engaged,Retired
4560,Yes,Kate Gustafson,Male,Neutral,Yes,Not Engaged,Single
4561,Yes,Jamonie Davis,Female,Negative,No,Not Engaged,Single
4562,Yes,Manaahil al-Syed,Male,Neutral,Yes,Not Engaged,Single
4563,Yes,Philip Medrano,Female,Negative,Yes,Not Engaged,Single
4564,Yes,Brent Atma,Male,Neutral,No,Not Engaged,Single
4565,Yes,Joshua Demaria,Female,Neutral,No,Engaged,Family
4566,Yes,Rayanna Slick,Male,Neutral,Yes,Engaged,Family
4567,Yes,Ethyn Rodriguez,Female,Negative,Yes,Not Engaged,Retired
4568,Yes,Abdul Ghani al-Saleem,Female,Negative,Yes,Engaged,Single
4569,Yes,Kimberley Thomas,Female,Neutral,Yes,Not Engaged,Retired
4570,Yes,Aubreanna Conley,Female,Neutral,Yes,Engaged,Family
4571,Yes,Henry Archuleta,Female,Positive,Yes,Engaged,Single
4572,Yes,Amy Stokes,Male,Negative,No,Not Engaged,Single
4573,Yes,Nena Goosby,Female,Neutral,No,Not Engaged,Single
4574,Yes,Betty Kostoff,Male,Negative,No,Engaged,Single
4575,Yes,Omar Mendoza Jr,Male,Negative,No,Engaged,Retired
4576,Yes,Rebecca Dammann,Male,Neutral,Yes,Engaged,Retired
4577,Yes,Akram Mohamed,Male,Positive,No,Engaged,Family
4578,Yes,Daniel Gonzales,Female,Negative,Yes,Engaged,Single
4579,Yes,Mikki Westfall,Female,Positive,No,Not Engaged,Family
4580,Yes,Samone Beale,Male,Negative,Yes,Not Engaged,Family
4581,Yes,Sarah Lewis,Female,Positive,Yes,Not Engaged,Single
4582,Yes,Rebecca Hudson,Female,Neutral,Yes,Not Engaged,Retired
4583,Yes,Haafil el-Meskin,Female,Neutral,No,Not Engaged,Single
4584,Yes,Mackenzie Arkulari,Male,Neutral,No,Not Engaged,Retired
4585,Yes,Keeley Humble,Female,Negative,No,Not Engaged,Family
4586,Yes,Hadeel el-Abood,Male,Neutral,No,Engaged,Retired
4587,Yes,Catrina Laner,Female,Neutral,No,Engaged,Single
4588,Yes,Tyler Chacon,Female,Neutral,No,Not Engaged,Retired
4589,Yes,Michael Boliba,Male,Neutral,No,Not Engaged,Single
4590,Yes,Danny Haroon,Female,Negative,Yes,Engaged,Retired
4591,Yes,Jennifer Ramamurthi,Male,Neutral,Yes,Not Engaged,Single
4592,Yes,Mariah Begaye,Male,Positive,Yes,Engaged,Family
4593,Yes,Samuel Mitchell,Female,Negative,No,Not Engaged,Single
4594,Yes,Anthony Grasso,Female,Negative,Yes,Engaged,Single
4595,Yes,Sativa Cona,Female,Neutral,Yes,Engaged,Single
4596,Yes,Paul Chen,Male,Neutral,Yes,Not Engaged,Single
4597,Yes,Ramziyya el-Wahba,Male,Negative,Yes,Not Engaged,Single
4598,Yes,Alanna Hess,Female,Negative,Yes,Not Engaged,Retired
4599,Yes,Brandon Weber,Male,Negative,No,Engaged,Family
4600,Yes,Marco Leahy,Male,Neutral,No,Not Engaged,Retired
4601,Yes,Timothy Mathias,Female,Negative,Yes,Not Engaged,Single
4602,Yes,Samantha Alonso-Moreno,Male,Neutral,No,Not Engaged,Single
4603,Yes,Naafoora al-Shahidi,Female,Negative,Yes,Not Engaged,Single
4604,Yes,Celeste Estrada,Male,Positive,Yes,Not Engaged,Family
4605,Yes,Casey Begay,Male,Neutral,No,Not Engaged,Single
4606,Yes,Gavriel Proper,Male,Positive,No,Engaged,Family
4607,Yes,Nadeem al-Mahdi,Male,Positive,Yes,Engaged,Retired
4608,Yes,Mohra Mameda,Male,Neutral,No,Not Engaged,Family
4609,Yes,Ramalaan el-Miah,Female,Negative,No,Not Engaged,Retired
4610,Yes,Gilbert Russell,Female,Negative,No,Engaged,Single
4611,Yes,Jeremiah West,Female,Negative,No,Engaged,Single
4612,Yes,Joshua Mitchell,Male,Neutral,No,Engaged,Family
4613,Yes,Jasmine Noriega,Female,Neutral,No,Not Engaged,Single
4614,Yes,Adrianna Salazar,Female,Neutral,No,Engaged,Single
4615,Yes,Blanca Chavez,Male,Positive,No,Not Engaged,Single
4616,Yes,Nevin Jackson,Female,Neutral,No,Not Engaged,Single
4617,Yes,Lindsey Quin,Female,Positive,Yes,Not Engaged,Single
4618,Yes,Katricia Askew,Female,Negative,No,Not Engaged,Single
4619,Yes,Andrew Hoshall,Female,Positive,No,Engaged,Retired
4620,Yes,Ricardo Pantoja,Male,Neutral,Yes,Engaged,Single
4621,Yes,Christopher Ronquillo,Male,Neutral,No,Engaged,Family
4622,Yes,Kymeesha Ross,Female,Negative,No,Engaged,Single
4623,Yes,Brea Young,Male,Neutral,No,Engaged,Single
4624,Yes,Nathaniel Pacheco,Female,Neutral,No,Engaged,Retired
4625,Yes,Basheer Hood,Female,Neutral,Yes,Not Engaged,Single
4626,Yes,Shukriyya el-Naqvi,Male,Neutral,Yes,Not Engaged,Single
4627,Yes,Imtinaan el-Dia,Female,Negative,Yes,Engaged,Single
4628,Yes,Badraan el-Aslam,Male,Neutral,Yes,Engaged,Retired
4629,Yes,Juan Uribe,Male,Neutral,No,Not Engaged,Retired
4630,Yes,Dawn Carter,Female,Neutral,No,Engaged,Single
4631,Yes,Valerie Cardoza,Female,Negative,Yes,Not Engaged,Retired
4632,Yes,Zaid el-Salman,Female,Negative,Yes,Not Engaged,Retired
4633,Yes,Mai Tripathi,Female,Negative,Yes,Engaged,Single
4634,Yes,Brea Mcfall,Female,Negative,Yes,Not Engaged,Retired
4635,Yes,Geoffrey Eriacho,Female,Negative,Yes,Not Engaged,Single
4636,Yes,Ceciley Pena,Male,Positive,No,Not Engaged,Retired
4637,Yes,Maanasa Yelland,Female,Neutral,No,Engaged,Family
4638,Yes,Jacob Angell,Female,Negative,No,Not Engaged,Single
4639,Yes,Gabriella Mcconnell,Male,Negative,No,Not Engaged,Family
4640,Yes,Keegan Mauries,Female,Neutral,Yes,Not Engaged,Single
4641,Yes,Kaila Reddell,Female,Neutral,Yes,Engaged,Family
4642,Yes,Thuyvi Yee,Female,Negative,No,Not Engaged,Retired
4643,Yes,Joshua Neiberger,Male,Negative,No,Not Engaged,Single
4644,Yes,Zhoumingshi Choi,Male,Negative,Yes,Not Engaged,Retired
4645,Yes,Jamia Davis,Female,Positive,No,Not Engaged,Retired
4646,Yes,Alexis Turner,Male,Neutral,Yes,Not Engaged,Single
4647,Yes,Andre Jackson,Male,Neutral,Yes,Not Engaged,Single
4648,Yes,Brent Mittan,Female,Positive,Yes,Engaged,Retired
4649,Yes,Sabrina Hernandez Cervantes,Male,Neutral,No,Not Engaged,Family
4650,Yes,Jeremy Palomino,Female,Negative,Yes,Engaged,Retired
4651,Yes,Ignacio Schiffbauer,Male,Negative,Yes,Engaged,Single
4652,Yes,Bailey Meise,Female,Neutral,No,Not Engaged,Family
4653,Yes,Taylor Schloesser,Male,Negative,Yes,Engaged,Single
4654,Yes,Mikkayla Jefferson,Male,Positive,Yes,Not Engaged,Single
4655,Yes,Johnny Apparasu,Male,Negative,Yes,Engaged,Single
4656,Yes,Hadeel al-Shafi,Male,Neutral,No,Engaged,Single
4657,Yes,Jacob Pakala,Male,Negative,Yes,Not Engaged,Single
4658,Yes,Irvin Buenrostro-Juarez,Female,Positive,Yes,Engaged,Family
4659,Yes,Mubeena al-Naim,Male,Positive,Yes,Not Engaged,Single
4660,Yes,Zainuddeen el-Uddin,Female,Neutral,No,Not Engaged,Single
4661,Yes,Keeley Holmes-Moore,Female,Neutral,Yes,Not Engaged,Single
4662,Yes,Tiffany Ryan,Male,Negative,Yes,Engaged,Retired
4663,Yes,Fuaad al-Sader,Female,Neutral,Yes,Engaged,Single
4664,Yes,Tyler Chabica,Female,Negative,No,Engaged,Single
4665,Yes,Cullen Grogan,Female,Negative,Yes,Not Engaged,Single
4666,Yes,Scott Daves,Male,Neutral,Yes,Engaged,Single
4667,Yes,Caitlin Gressly,Male,Negative,Yes,Not Engaged,Family
4668,Yes,Catherine Perkins,Male,Negative,No,Engaged,Retired
4669,Yes,Christian Rocha,Female,Negative,Yes,Engaged,Single
4670,Yes,Aaish el-Srour,Male,Negative,No,Not Engaged,Single
4671,Yes,Jose Baca,Male,Negative,Yes,Not Engaged,Retired
4672,Yes,Jessee Crawford,Female,Negative,No,Engaged,Single
4673,Yes,Ashley Smith,Male,Positive,No,Not Engaged,Single
4674,Yes,Macallyson Campbell,Female,Neutral,Yes,Not Engaged,Family
4675,Yes,Mark Lynch,Male,Negative,Yes,Engaged,Single
4676,Yes,Nassaar el-Rehman,Female,Negative,Yes,Engaged,Single
4677,Yes,Aurelia Cave,Female,Neutral,Yes,Engaged,Retired
4678,Yes,Antonio Vogltanz,Female,Positive,No,Not Engaged,Retired
4679,Yes,Rachel Mccoy,Male,Neutral,No,Engaged,Retired
4680,Yes,Geliscia Stark-Clark,Female,Neutral,Yes,Not Engaged,Single
4681,Yes,Justin Phan,Male,Negative,No,Not Engaged,Family
4682,Yes,Mylas Davis,Female,Neutral,Yes,Not Engaged,Family
4683,Yes,Emily Cardenas-Gamboa,Male,Negative,Yes,Not Engaged,Single
4684,Yes,Shayla Riley,Male,Negative,No,Engaged,Single
4685,Yes,Connor Gerczynski,Female,Positive,Yes,Engaged,Single
4686,Yes,Micaela Barnett,Male,Neutral,Yes,Engaged,Retired
4687,Yes,Sadoon al-Sader,Female,Neutral,Yes,Not Engaged,Retired
4688,Yes,Victor Patrick II,Male,Negative,Yes,Not Engaged,Single
4689,Yes,Latray Bieser,Female,Positive,Yes,Not Engaged,Retired
4690,Yes,Luis Esquivel,Male,Neutral,Yes,Engaged,Single
4691,Yes,Shane Gallegos,Male,Neutral,No,Not Engaged,Family
4692,Yes,Evan Felker,Female,Neutral,No,Not Engaged,Single
